MUNICIPIO,LEITOS_EXISTENTES,LATITUDE,LONGITUDE
SAO DOMINGOS DO ARAGUAIA,84,-5.5412778,-48.7300015
SAO DOMINGOS DO AZEITAO,80,-6.810868,-44.6445713
SAO DOMINGOS DO CAPIM,128,-1.6789331,-47.7717815
SAO DOMINGOS DO MARANHAO,200,-5.5799743,-44.3841617
SAO DOMINGOS DO PRATA,164,-19.8671078,-42.9658318
SAO FELIPE,72,-12.8413439,-39.0942048
SAO FELIPE D'OESTE,48,-11.9107798,-61.5130058
SAO FELIX,420,-12.6069891,-38.9695574
SAO FELIX DE BALSAS,88,-7.0834586,-44.8139329
SAO FELIX DO ARAGUAIA,125,-11.6170646,-50.6667246
SAO FELIX DO CORIBE,196,-13.4041311,-44.1902554
SAO FELIX DO PIAUI,80,-5.9324414,-42.1119867
SAO FELIX DO XINGU,580,-6.6386974,-51.9787582
SAO FIDELIS,536,-21.67127265,-41.78888351754911
SAO FRANCISCO,236,-20.3604438,-50.696603
SAO FRANCISCO DE ASSIS,260,-29.559214,-55.1209843
SAO FRANCISCO DE GOIAS,48,-15.9334279,-49.2608329
SAO FRANCISCO DE ITABAPOANA,156,-21.45374375,-41.14529817961083
SAO FRANCISCO DE PAULA,340,-29.448454,-50.5833027
SAO FRANCISCO DO BREJAO,96,-5.124869,-47.3871865
SAO FRANCISCO DO CONDE,140,-12.628108,-38.6811326
SAO FRANCISCO DO GUAPORE,116,-12.0609982,-63.5668307
SAO FRANCISCO DO MARANHAO,100,-6.249397,-42.8581192
SAO FRANCISCO DO PIAUI,28,-7.2460489,-42.5414016
SAO FRANCISCO DO SUL,148,-26.2495087,-48.6308087
SAO GABRIEL,940,-30.334214,-54.3227149
SAO GABRIEL DA CACHOEIRA,332,-0.1249715,-67.0813855
SAO GABRIEL DA PALHA,684,-19.0148349,-40.539464
SAO GABRIEL DO OESTE,180,-19.3944843,-54.5755213
SAO GERALDO DO ARAGUAIA,164,-6.3927847,-48.5630137
SAO GONCALO,4690,-22.821635,-42.99567968770695
SAO GONCALO DO AMARANTE,568,-5.7932331,-35.3286312
SAO GONCALO DO PIAUI,48,-5.9970067,-42.7041762
SAO GONCALO DO RIO PRETO,32,-18.0042852,-43.3811575
SAO GONCALO DO SAPUCAI,192,-21.8905238,-45.5935943
SAO GONCALO DOS CAMPOS,156,-12.4339991,-38.9488082
SAO GOTARDO,212,-19.3168844,-46.0476596
SAO JERONIMO,800,-29.959642,-51.7238192
SAO JERONIMO DA SERRA,80,-23.7221275,-50.7389164
SAO JOAO,116,-22.3497453,-45.4271755
SAO JOAO BATISTA,342,-27.277547,-48.8496101
SAO JOAO BATISTA DO GLORIA,108,-20.6413912,-46.5052866
SAO JOAO D'ALIANCA,104,-14.7043453,-47.5206865
SAO JOAO DA BALIZA,98,0.951659,-59.913293
SAO JOAO DA BARRA,236,-21.764950550000002,-41.09616846513119
SAO JOAO DA BOA VISTA,900,-21.9687099,-46.7969216
SAO JOAO DA PONTE,124,-15.9283299,-44.0078035
SAO JOAO DA SERRA,48,-5.5163795,-41.8967078
SAO JOAO DE MERITI,1772,-22.8043744,-43.3724125
SAO JOAO DE PIRABAS,100,-0.7733201,-47.1770631
SAO JOAO DEL REI,1096,-21.1335755,-44.2588086
SAO JOAO DO ARAGUAIA,80,-5.3617017,-48.7911109
SAO JOAO DO CAIUA,68,-22.8544849,-52.3371114
SAO JOAO DO CARU,140,-3.5556764,-46.2569799
SAO JOAO DO IVAI,88,-23.9914063,-51.8232148
SAO JOAO DO MANTENINHA,48,-18.7229295,-41.1615277
SAO JOAO DO OESTE,96,-27.0981223,-53.5931508
SAO JOAO DO PARAISO,280,-15.3171214,-42.01678
SAO JOAO DO PIAUI,288,-8.3601426,-42.2487642
SAO JOAO DO POLESINE,200,-29.6156424,-53.4455412
SAO JOAO DO RIO DO PEIXE,128,-6.7291053,-38.4478745
SAO JOAO DO SABUGI,32,-6.7189116,-37.1998215
SAO JOAO DO SOTER,80,-5.1122323,-43.8109269
SAO JOAO DO TRIUNFO,100,-25.682971,-50.29492
SAO JOAO DOS PATOS,188,-6.4934,-43.703623
SAO JOAO EVANGELISTA,196,-18.548023,-42.7652888
SAO JOAO NEPOMUCENO,176,-21.5359158,-43.0151428
SAO JOAQUIM,308,-28.2924972,-49.9353255
SAO JOAQUIM DA BARRA,456,-20.5814993,-47.8608238
SAO JOAQUIM DO MONTE,136,-8.4323653,-35.8076179
SAO JORGE DO PATROCINIO,88,-23.7612908,-53.8806252
SAO JOSE,4226,4.159,-60.7884917
SAO JOSE DA BOA VISTA,72,-23.9171872,-49.6508016
SAO JOSE DA COROA GRANDE,104,-8.889375,-35.151461
SAO JOSE DA LAGOA TAPADA,12,-6.9426858,-38.1639988
SAO JOSE DA LAJE,200,-9.0093044,-36.056732
SAO JOSE DA TAPERA,132,-9.5584287,-37.3818893
SAO JOSE DAS PALMEIRAS,88,-24.8350864,-54.0621488
SAO JOSE DE CAIANA,64,-7.2495911,-38.2999416
SAO JOSE DE MIPIBU,232,-6.0746867,-35.2370184
SAO JOSE DE PIRANHAS,68,-7.1198508,-38.4991347
SAO JOSE DE RIBAMAR,428,-2.5609115,-44.0559509
SAO JOSE DO BELMONTE,128,-7.8641261,-38.7599545
SAO JOSE DO CALCADO,476,-21.0271161,-41.654069
SAO JOSE DO CAMPESTRE,64,-6.3148531,-35.7128188
SAO JOSE DO CEDRO,112,-26.4555904,-53.4954785
SAO JOSE DO EGITO,360,-7.469447,-37.273974
SAO JOSE DO NORTE,200,-32.0145182,-52.0406082
SAO JOSE DO OURO,216,-27.7736185,-51.5947672
SAO JOSE DO PEIXE,24,-7.4938166,-42.5661301
SAO JOSE DO PIAUI,32,-6.8725567,-41.4772864
SAO JOSE DO RIO CLARO,88,-13.4467103,-56.7214365
SAO JOSE DO RIO PARDO,600,-21.595288,-46.887303
SAO JOSE DO RIO PRETO,10383,-20.8125851,-49.3804212
SAO JOSE DO SERIDO,48,-6.4488139,-36.878528
SAO JOSE DO VALE DO RIO PRETO,196,-22.1509994,-42.9239986
SAO JOSE DOS BASILIOS,80,-5.0530693,-44.5843209
SAO JOSE DOS CAMPOS,7504,-23.1867782,-45.8854538
SAO JOSE DOS PINHAIS,828,-25.533816,-49.2072163
SAO JOSE DOS QUATRO MARCOS,128,-15.627584,-58.177217
SAO JULIAO,116,-7.0834413,-40.8362405
SAO LEOPOLDO,1070,-29.7544405,-51.1516497
SAO LOURENCO,588,-22.116389,-45.054167
SAO LOURENCO DA MATA,524,-7.9959607,-35.039335
SAO LOURENCO DO OESTE,200,-26.35566,-52.849837
SAO LOURENCO DO SUL,680,-31.3669286,-51.9814839
SAO LUIS,20984,-2.5295265,-44.2963942
SAO LUIS DE MONTES BELOS,444,-16.5210639,-50.3726281
SAO LUIS DO CURU,88,-3.672399,-39.2364881
SAO LUIS DO PARAITINGA,100,-23.2220531,-45.3108444
SAO LUIS DO QUITUNDE,116,-9.3181755,-35.5605097
SAO LUIS GONZAGA DO MARANHAO,124,-4.3727458,-44.6690368
SAO LUIZ,44,-25.6132831,-53.8787424
SAO LUIZ DO NORTE,96,-14.8620462,-49.3320827
SAO LUIZ GONZAGA,496,-28.4074546,-54.9609081
SAO MAMEDE,104,-6.923862,-37.095436
SAO MANUEL,280,-22.732081,-48.572316
SAO MARCOS,300,-29.515627,-56.841496
SAO MARTINHO,284,-27.7075144,-53.9663489
SAO MATEUS,1662,-18.7146049,-39.8539499
SAO MATEUS DO MARANHAO,296,-4.0289169,-44.4667342
SAO MATEUS DO SUL,200,-25.866823,-50.382796
SAO MIGUEL,128,-6.2121764,-38.4977377
SAO MIGUEL ARCANJO,319,-23.8807771,-47.9963492
SAO MIGUEL DAS MATAS,116,-13.047749,-39.4554608
SAO MIGUEL DAS MISSOES,156,-28.5451471,-54.5469209
SAO MIGUEL DO ARAGUAIA,296,-13.2726442,-50.1627219
SAO MIGUEL DO GOSTOSO,16,-5.1230207,-35.6353882
SAO MIGUEL DO GUAMA,261,-1.6116804,-47.4757551
SAO MIGUEL DO GUAPORE,192,-11.6951466,-62.7195739
SAO MIGUEL DO IGUACU,1808,-25.349171,-54.240498
SAO MIGUEL DO OESTE,558,-26.7278977,-53.5176689
SAO MIGUEL DO PASSA QUATRO,44,-17.0582009,-48.6619811
SAO MIGUEL DO TAPUIO,168,-5.5015262,-41.3214276
SAO MIGUEL DOS CAMPOS,612,-9.7831115,-36.0967804
SAO PAULO,146469,-23.5506507,-46.6333824
SAO PAULO DAS MISSOES,144,-28.0225895,-54.936466
SAO PAULO DE OLIVENCA,184,-3.4650627,-68.9468462
SAO PAULO DO POTENGI,136,-5.8941684,-35.7648309
SAO PEDRO,292,-22.5512765,-47.9072359
SAO PEDRO DA AGUA BRANCA,104,-5.083403,-48.4299175
SAO PEDRO DA ALDEIA,476,-22.8384835,-42.1031604
SAO PEDRO DA UNIAO,32,-21.1316402,-46.6175338
SAO PEDRO DE ALCANTARA,432,-27.5676985,-48.8047973
SAO PEDRO DO IVAI,104,-23.8660384,-51.8563711
SAO PEDRO DO PIAUI,168,-5.923768,-42.7195114
SAO PEDRO DO SUL,208,-29.6152729,-54.1790311
SAO PEDRO DOS CRENTES,72,-6.823889,-46.531864
SAO RAFAEL,80,-5.8022027,-36.8835945
SAO RAIMUNDO DAS MANGABEIRAS,228,-7.023608,-45.4769436
SAO RAIMUNDO DO DOCA BEZERRA,48,-5.1042784,-45.0847117
SAO RAIMUNDO NONATO,1000,-9.0149761,-42.6888427
SAO ROMAO,72,-16.3687716,-45.0678597
SAO ROQUE,744,-23.5304843,-47.1355473
SAO ROQUE DE MINAS,48,-20.245277,-46.365833
SAO SEBASTIAO,428,-23.8027866,-45.4070527
SAO SEBASTIAO DA AMOREIRA,32,-23.4647501,-50.7605173
SAO SEBASTIAO DA BOA VISTA,128,-1.7182884,-49.5319955
SAO SEBASTIAO DA GRAMA,120,-21.7118854,-46.8284162
SAO SEBASTIAO DO ALTO,208,-21.876587100000002,-42.111523177504
SAO SEBASTIAO DO CAI,324,-29.5911777,-51.3778772
SAO SEBASTIAO DO PARAISO,1580,-20.9124331,-46.9823296
SAO SEBASTIAO DO PASSE,212,-12.5177926,-38.4921566
SAO SEBASTIAO DO UATUMA,80,-2.5719341,-57.8703616
SAO SEPE,260,-30.167219,-53.5690914
SAO SIMAO,368,-21.4800208,-47.5531095
SAO TIAGO,180,-20.913056,-44.509167
SAO TOMAS DE AQUINO,4,-20.7844139,-47.097717
SAO TOME,40,-2.1244833,-48.3358861
SAO VICENTE,1313,-23.9664177,-46.3861401
SAO VICENTE DE MINAS,124,-21.703333,-44.443889
SAO VICENTE FERRER,356,-2.8927449,-44.8803633
SAPE,312,-7.093591,-35.227975
SAPEACU,312,-12.7294438,-39.1862263
SAPEZAL,212,-13.547958,-58.8146235
SAPIRANGA,600,-29.6392382,-51.0068586
SAPOPEMA,124,-23.9105099,-50.5791315
SAPUCAIA,72,-29.8197019,-51.1608722
SAPUCAIA DO SUL,856,-29.8197019,-51.1608722
SAQUAREMA,984,-22.871179599999998,-42.52498672535009
SARANDI,1132,-27.942,-52.923085
SATIRO DIAS,100,-11.6033746,-38.581456
SATUBINHA,156,-4.037456,-45.238266
SAUBARA,52,-12.7372926,-38.7662996
SAUDADES,128,-26.9261779,-53.0046945
SAUDE,156,-10.9414196,-40.4206581
SEABRA,524,-12.4172071,-41.772051
SEARA,208,-5.3264703,-39.7156073
SEBASTIAO LARANJEIRAS,80,-14.5707528,-42.9441676
SEBERI,280,-27.4828134,-53.4013251
SEGREDO,136,-29.3431272,-52.9793788
SELBACH,188,-28.6299869,-52.9530657
SELVIRIA,48,-20.3616393,-51.4251863
SENA MADUREIRA,124,-9.0659556,-68.6571058
SENADOR ALEXANDRE COSTA,80,-5.2597445,-44.0542395
SENADOR CANEDO,324,-16.7013233,-49.0914921
SENADOR ELOI DE SOUZA,4,-6.0357055,-35.6923151
SENADOR FIRMINO,32,-20.9169703,-43.1001236
SENADOR GUIOMARD,122,-9.98,-67.32429365079365
SENADOR JOSE PORFIRIO,60,-2.5935424,-51.948209
SENADOR POMPEU,216,-5.5874386,-39.3730901
SENHOR DO BONFIM,564,-10.4602509,-40.189151
SENTO SE,128,-9.7406436,-41.8830056
SERAFINA CORREA,220,-28.7120266,-51.9343269
SERIDO,96,-6.933337,-36.400864
SERINGUEIRAS,144,-11.7715738,-63.0346835
SERIO,40,-6.5407583,-44.2917783
SEROPEDICA,140,-22.7438887,-43.6991998
SERRA,4544,-20.1252961,-40.3064477
SERRA BRANCA,232,-7.4815274,-36.6634581
SERRA DE SAO BENTO,48,-6.4169271,-35.70478
SERRA DO MEL,72,-5.1681228,-37.0413693
SERRA DO NAVIO,120,0.8991593,-52.0027191
SERRA DO RAMALHO,140,-13.5442363,-43.5773151
SERRA DO SALITRE,148,-11.4815807,-42.341137
SERRA DOURADA,172,-12.758418,-43.9500907
SERRA GRANDE,48,-7.2146596,-38.3719684
SERRA NEGRA,196,-22.6126459,-46.699986
SERRA NEGRA DO NORTE,88,-6.6627568,-37.4010583
SERRA PRETA,108,-12.1589615,-39.3320929
SERRA TALHADA,2278,-7.9867805,-38.2920294
SERRANA,392,-21.2066883,-47.6053774
SERRANIA,56,-21.547906,-46.0404553
SERRANO DO MARANHAO,88,-1.8535718,-45.1158856
SERRANOPOLIS,84,-18.3084565,-51.9569462
SERRARIA,28,-6.8193129,-35.6387473
SERRINHA,866,-11.66199,-39.0034021
SERRINHA DOS PINTOS,52,-6.112315,-37.9566189
SERRITA,128,-7.9476953,-39.2957383
SERRO,276,-18.604444,-43.379445
SERROLANDIA,132,-11.4200011,-40.2974938
SERTANEJA,92,-23.0367627,-50.816802
SERTANIA,268,-8.068467,-37.268393
SERTANOPOLIS,64,-23.0600434,-51.0373544
SERTAO,200,-27.9853815,-52.257587
SERTAOZINHO,640,-21.1375782,-47.9913741
SETE LAGOAS,1609,-19.466111,-44.246944
SETE QUEDAS,72,-23.978822,-55.0428349
SEVERIANO DE ALMEIDA,228,-27.4332178,-52.1155068
SEVERIANO MELO,204,-5.7811362,-37.9576772
SIDROLANDIA,220,-20.9361042,-54.9640262
SILVA JARDIM,160,-22.6509706,-42.3947353
SILVANIA,176,-16.6599718,-48.608326
SILVANOPOLIS,56,-11.1513516,-48.1711295
SILVEIRAS,8,-22.66384,-44.852157
SILVES,116,-2.8372614,-58.2105199
SIMAO DIAS,84,-10.7388301,-37.809016
SIMOES,208,-7.5970469,-40.8176003
SIMOES FILHO,376,-12.7867839,-38.4030365
SIMOLANDIA,80,-14.4733312,-46.4832791
SIMPLICIO MENDES,116,-7.860528,-41.9081183
SINIMBU,200,-29.5346879,-52.5199906
SINOP,1848,-11.8577512,-55.496788
SIQUEIRA CAMPOS,216,-23.687481,-49.830416
SIRINHAEM,104,-8.591935,-35.1155161
SITIO DO MATO,76,-13.0843136,-43.4686989
SITIO NOVO,160,-5.881254,-46.7017184
SITIO NOVO DO TOCANTINS,80,-5.6028662,-47.6349901
SOBRADINHO,568,-29.4131826,-53.0256794
SOBRAL,4442,-3.6879135,-40.3456372
SOCORRO,308,-22.5902619,-46.5249112
SOCORRO DO PIAUI,48,-7.8631876,-42.4994689
SOLANEA,136,-6.7540351,-35.6621943
SOLEDADE,492,-28.8272467,-52.5109157
SOLIDAO,52,-7.6008705,-37.6514396
SOLONOPOLE,124,-5.7329092,-39.0098669
SOMBRIO,620,-29.107985,-49.632776
SONORA,88,-17.5852028,-54.7548288
SOORETAMA,24,-19.1918129,-40.1037067
SOROCABA,8029,-23.5003451,-47.4582864
SORRISO,1355,-12.5444887,-55.7233972
SOURE,196,-0.7275759,-48.5189785
SOUSA,623,-6.7662029,-38.2319607
SOUTO SOARES,48,-12.0878456,-41.6495346
SUCUPIRA DO NORTE,96,-6.478392,-44.191889
SUCUPIRA DO RIACHAO,64,-6.4136163,-43.5453433
SUD MENNUCCI,88,-20.6906175,-50.9240834
SUMARE,844,-22.8217964,-47.267105
SUME,260,-7.671521,-36.8788755
SUMIDOURO,100,-22.0455,-42.6735
SURUBIM,720,-7.8424353,-35.7539722
SUZANO,1782,-23.5427842,-46.3108391
TABAPORA,64,-11.3085286,-56.8212723
TABAPUA,120,-20.9648397,-49.0332398
TABATINGA,491,-21.7373768,-48.6880522
TABIRA,283,-7.583661,-37.537735
TABOAO DA SERRA,2184,-23.6121912,-46.7790539
TABOCAS DO BREJO VELHO,128,-12.7020751,-44.0091066
TABOLEIRO GRANDE,56,-5.9289208,-38.044508
TABULEIRO DO NORTE,328,-5.2440865,-38.1284605
TACARATU,66,-9.1051762,-38.1499125
TACURU,32,-23.635954,-55.014137
TAGUAI,120,-23.4534312,-49.4054454
TAGUATINGA,108,-12.402404,-46.4365769
TAILANDIA,204,-2.936096,-48.9523366
TAIO,196,-27.1167574,-50.0002159
TAIOBEIRAS,510,-15.811859,-42.2319723
TAIPU,24,-5.6228594,-35.5991764
TAIUVA,16,-21.1238184,-48.4512476
TAMANDARE,120,-8.7500009,-35.1045787
TAMARANA,20,-23.7223793,-51.0936013
TAMBAU,144,-21.70292,-47.270344
TAMBOARA,40,-23.1995071,-52.5000131
TAMBORIL,236,-4.8330075,-40.3210323
TANABI,288,-20.6251635,-49.6519879
TANGARA,228,-27.0997957,-51.2477143
TANGARA DA SERRA,1064,-14.6213903,-57.4907268
TANGUA,256,-22.7353777,-42.7202272
TANHACU,68,-14.019662,-41.247271
TANQUE NOVO,135,-13.5474243,-42.4907587
TANQUINHO,80,-11.9747061,-39.1057638
TAPAUA,128,-5.6232283,-63.1879157
TAPEJARA,392,-28.069233,-52.0117161
TAPERA,164,-28.6262957,-52.8680873
TAPEROA,320,-13.537364,-39.0986529
TAPES,36,-30.6747721,-51.3986199
TAPIRAMUTA,136,-11.8447604,-40.7970527
TAPIRATIBA,100,-21.46824,-46.7493221
TAPURAH,88,-12.742385,-56.512037
TAQUARA,332,-29.6452036,-50.7832169
TAQUARAL DE GOIAS,184,-16.0520569,-49.6038591
TAQUARANA,4,-9.64529,-36.492844
TAQUARI,204,-29.79433,-51.865346
TAQUARITINGA,552,-21.4064327,-48.5056132
TAQUARITINGA DO NORTE,224,-7.9027766,-36.0442227
TAQUARITUBA,200,-23.5337307,-49.2452541
TAQUARUSSU,24,-22.4870022,-53.3524041
TARAUACA,168,-8.1602019,-70.7665368
TARRAFAS,64,-6.6819901,-39.7575709
TARTARUGALZINHO,72,1.5052391,-50.9123126
TARUMIRIM,208,-19.2818607,-42.0070412
TASSO FRAGOSO,72,-8.4729347,-45.7461798
TATUI,612,-23.3489848,-47.8490165
TAUA,588,-3.6150075,-49.6247969
TAUBATE,2212,-23.031448,-45.5612792
TAVARES,110,-31.287471,-51.0897986
TEFE,514,-3.3485276,-64.7102278
TEIXEIRA,156,-7.221036,-37.252477
TEIXEIRA DE FREITAS,1464,-17.5384774,-39.7451701
TEIXEIRA SOARES,20,-25.3719287,-50.4586285
TEIXEIROPOLIS,48,-10.9336967,-62.2560049
TEJUCUOCA,64,-3.9884273,-39.5797395
TELEMACO BORBA,932,-24.3282939,-50.6318021
TENENTE ANANIAS,108,-6.4641549,-38.1791844
TENENTE LAURENTINO CRUZ,12,-6.1498142,-36.7174889
TENENTE PORTELA,476,-27.371058,-53.758484
TEODORO SAMPAIO,232,-22.5300202,-52.1686847
TEOFILANDIA,72,-11.4891658,-38.9997411
TEOFILO OTONI,1628,-17.8579267,-41.5081533
TEOLANDIA,96,-13.603575,-39.4927143
TEOTONIO VILELA,272,-9.9062736,-36.3571341
TERESINA,14292,-5.0874608,-42.8049571
TERESOPOLIS,1690,-22.4164578,-42.975194
TEREZINHA,56,-9.0560369,-36.623375
TEREZOPOLIS DE GOIAS,12,-16.4837865,-49.0949299
TERRA BOA,266,-23.768329,-52.447002
TERRA NOVA,72,-12.4069929,-38.6191596
TERRA NOVA DO NORTE,152,-10.5995196,-55.1167029
TERRA RICA,129,-22.7264874,-52.6202541
TERRA ROXA,136,-20.787015,-48.331442
TERRA SANTA,104,-2.104435,-56.487653
TESOURO,60,-16.0802073,-53.553114
TEUTONIA,316,-29.4514561,-51.8087983
THEOBROMA,52,-10.246489,-62.3493803
TIANGUA,524,-3.7307332,-41.0004019
TIBAGI,120,-24.5151667,-50.4101487
TIBAU,56,-4.8349636,-37.2542651
TIBAU DO SUL,20,-6.1872965,-35.0905246
TIETE,224,-23.1030302,-47.7147937
TIJUCAS,200,-27.239404,-48.6353696
TIJUCAS DO SUL,64,-25.9273376,-49.179265
TIMBAUBA,548,-7.5118822,-35.316076
TIMBE DO SUL,123,-28.8317599,-49.846643
TIMBIRAS,232,-4.2551056,-43.9386212
TIMBO,696,-4.002315,-55.6436383
TIMON,684,-5.1004341,-42.8312018
TIMOTEO,256,-19.5771395,-42.6436108
TIROS,56,-19.003889,-45.963611
TOCANTINOPOLIS,160,-6.3280931,-47.4217673
TOLEDO,1652,-22.7433969,-46.3735044
TOMAZINA,268,-23.7777942,-49.9546482
TOMBOS,152,-20.9083753,-42.0270243
TOME-ACU,380,-2.4166306,-48.1522907
TONANTINS,132,-2.86261,-67.7735482
TORITAMA,98,-8.0083743,-36.058776
TORIXOREU,96,-16.200591,-52.557097
TORRES,300,-29.3373663,-49.7299648
TORRINHA,80,-22.4302536,-48.1690653
TOUROS,128,-5.1998625,-35.4595051
TRACUATEUA,64,-1.0765338,-46.9030822
TRACUNHAEM,44,-7.8027253,-35.238498
TRAIPU,80,-9.967583,-37.0015357
TRAIRAO,104,-4.700551,-55.9972165
TRAIRI,104,-3.2777494,-39.2680677
TRAJANO DE MORAIS,164,-22.0703348,-42.1443685
TRAMANDAI,576,-29.9855339,-50.1316076
TREMEDAL,76,-14.9772387,-41.4110979
TREMEMBE,40,-22.95714,-45.547526
TRES BARRAS,240,-26.105632,-50.319692
TRES BARRAS DO PARANA,136,-25.4212699,-53.1837577
TRES CORACOES,804,-21.695625,-45.2543675
TRES COROAS,220,-29.5155023,-50.7770635
TRES DE MAIO,304,-27.7799415,-54.2356626
TRES LAGOAS,1269,-20.7866799,-51.7061247
TRES MARIAS,144,-18.2051533,-45.2484314
TRES PASSOS,416,-27.4556106,-53.9294399
TRES PONTAS,504,-21.3686224,-45.5122937
TRES RANCHOS,24,-18.3567507,-47.7810678
TRES RIOS,468,-22.1167884,-43.2087226
TREZE DE MAIO,164,-28.5574415,-49.1447586
TRINDADE,2517,-16.6549924,-49.4876203
TRINDADE DO SUL,196,-27.5218951,-52.8986017
TRIUNFO,296,-29.9407972,-51.7191859
TRIUNFO POTIGUAR,48,-5.866913,-37.1857379
TRIZIDELA DO VALE,108,-4.5694816,-44.6144214
TROMBAS,60,-13.5078899,-48.74171
TROMBUDO CENTRAL,272,-27.3040981,-49.79316
TUBARAO,1760,-28.471488,-49.014132
TUCANO,232,-10.963517,-38.785957
TUCUMA,396,3.1188517,-61.068355
TUCUNDUVA,136,-27.6581837,-54.4416605
TUCURUI,1388,-3.766334,-49.6663654
TUFILANDIA,120,-3.6734127,-45.6357014
TUNAPOLIS,244,-26.97073,-53.6382084
TUNAS DO PARANA,24,-24.9739476,-49.0862467
TUNEIRAS DO OESTE,88,-23.8672329,-52.8749376
TUNTUM,224,-5.2630885,-44.6448502
TUPA,1472,-21.9349129,-50.5141255
TUPACIGUARA,104,-18.5932122,-48.6999014
TUPANATINGA,76,-8.7542378,-37.3398733
TUPANCIRETA,292,-29.0798756,-53.8386668
TUPARENDI,160,-27.7622992,-54.4829323
TUPARETAMA,140,-7.6010116,-37.3114417
TUPI PAULISTA,192,-21.3861179,-51.5763259
TURIACU,200,-1.6710652,-45.3684095
TURILANDIA,120,-2.2226922,-45.3061308
TURMALINA,196,-17.286102,-42.7312574
TURURU,52,-3.5985489,-39.4358101
TURVANIA,68,-16.6120126,-50.1352075
TURVELANDIA,76,-17.8510524,-50.3051683
TURVO,432,-25.043933,-51.5392172
TUTOIA,168,-2.761413,-42.275531
UARINI,108,-2.9827061,-65.1578615
UAUA,96,-9.8384079,-39.4793914
UBA,1368,-5.553215,-48.9017683
UBAIRA,284,-13.2616682,-39.6612866
UBAITABA,400,-14.3117771,-39.3226605
UBAJARA,144,-3.8534468,-40.9185642
UBATA,172,-14.212002,-39.5245924
UBATUBA,372,-23.433162,-45.083415
UBERABA,4140,-19.750833,-47.936666
UBERLANDIA,7228,-18.9188041,-48.2767837
UBIRATA,424,-24.542725,-52.9899678
UIBAI,120,-11.3349074,-42.1305245
UIRAUNA,188,-6.521424,-38.4120654
ULIANOPOLIS,448,-3.7575266,-47.5009377
UMARI,84,-6.6465102,-38.6995155
UMARIZAL,112,-6.0015471,-37.85276619207862
UMBUZEIRO,56,-7.696494,-35.6666231
UMIRIM,52,-3.6777738,-39.348725
UMUARAMA,3160,-23.7621152,-53.3116192
UNA,188,-15.27274615,-39.21657798147988
UNAI,626,-16.3628767,-46.892413
UNIAO,204,4.2419667,-60.7045167
UNIAO DA VITORIA,1192,-26.228596,-51.0869796
UNIAO DE MINAS,136,-19.5296289,-50.3317301
UNIAO DOS PALMARES,583,-9.1576807,-36.0342251
UPANEMA,52,-5.6431701,-37.2625341
URAI,192,-23.199997,-50.793873
URANDI,144,-14.7680766,-42.6573988
URANIA,104,-20.244491,-50.6450868
URBANO SANTOS,148,-3.2036233,-43.3929106
URUACU,2068,-14.5244164,-49.1510022
URUANA,80,-15.4998907,-49.6870172
URUARA,316,-3.7185381,-53.738549
URUBICI,196,-28.015663,-49.592547
URUBURETAMA,108,-3.6235302,-39.5050697
URUCARA,160,-2.537073,-57.7590254
URUCUI,160,-7.2363099,-44.555387
URUCUIA,124,-16.1266994,-45.7393046
URUCURITUBA,128,-3.1304332,-58.1549157
URUGUAIANA,808,-29.7560726,-57.0867546
URUOCA,84,-3.3147591,-40.558957
URUPA,100,-11.1256535,-62.3704203
URUPES,80,-21.2027026,-49.2921996
URUSSANGA,384,-28.5191381,-49.3201776
UTINGA,108,-12.0781018,-41.090787
VACARIA,580,-28.5102901,-50.9356044
VALE DO ANARI,48,-9.8580807,-62.1741423
VALE DO PARAISO,64,-10.4266959,-62.1300904
VALE DO SOL,160,-29.6036459,-52.6867334
VALENCA,1824,-13.3723582,-39.0694243
VALENCA DO PIAUI,176,-6.4048149,-41.7382812
VALENTE,288,-11.4127335,-39.4627304
VALINHOS,892,-22.97056,-46.99583
VALPARAISO,220,-21.2230369,-50.8666375
VALPARAISO DE GOIAS,294,-16.0686394,-47.9764907
VARGEAO,100,-26.861277,-52.1544966
VARGEM ALTA,120,-20.6733324,-41.0107231
VARGEM GRANDE,204,-3.5443611,-43.9149128
VARGEM GRANDE DO SUL,200,-21.8310636,-46.893303
VARGINHA,1492,-21.5565914,-45.4340674
VARJOTA,76,-4.1958345,-40.4735305
VARRE-SAI,100,-20.9311337,-41.8677946
VARZEA ALEGRE,289,-6.7936089,-39.2989333
VARZEA DA PALMA,212,-17.5983328,-44.7317086
VARZEA DA ROCA,84,-11.606293,-40.134634
VARZEA DO POCO,120,-11.5283388,-40.318907
VARZEA GRANDE,2200,-15.645816,-56.132218
VARZEA NOVA,68,-11.2527934,-40.9456569
VARZEA PAULISTA,136,-23.2113889,-46.8283333
VARZELANDIA,92,-15.701667,-44.027223
VASSOURAS,1892,-22.4093928,-43.6609318
VAZANTE,148,-17.9896107,-46.9003899
VENANCIO AIRES,511,-29.614306,-52.193159
VENDA NOVA DO IMIGRANTE,304,-20.3325787,-41.1295842
VENHA-VER,36,-6.3205332,-38.4898965
VENTUROSA,96,-8.5765199,-36.876569
VERA,132,-12.2862098,-55.2973537
VERA CRUZ,248,-22.2212638,-49.8243021
VERA CRUZ DO OESTE,108,-25.058614,-53.8785648
VERANOPOLIS,252,-28.9351239,-51.5519175
